course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview,skill_id,relevance_score
16,(eCornell) Making Capital Investment Decisions,GENASHTIM,APIs,700.0,12.0,Advanced,,"The key to financial success for any business is choosing the right projects to pursue at the right time, for the right price and with the right financing structure. Your role as a manager includes participating in decisions about which projects make sense for the company and are likely to return a",17,0
17,(eCornell) Prototyping and UX Feedback,GENASHTIM,APIs,1000.0,15.0,Unspecified,,"In this course, you will create three different interactive prototypes for your design concept: a paper prototype, a medium-fidelity software prototype, and a high-fidelity software prototype. You will also make iterative improvements to your prototypes using rapid evaluation methods, relying on dif",17,0
18,(eCornell) Public Real Estate Capital Markets,GENASHTIM,APIs,700.0,12.0,Intermediate,,"In this course, you will consider public real estate structures and their markets with a focus on the practical aspects of public equity (REIT) and public debt (CMBS) structures and markets. You will concentrate on the impact that REIT legislation has on the operation of REITs and how CMBS is design",17,0
19,(eCornell) Real Estate Investment Decisions,GENASHTIM,APIs,700.0,12.0,Intermediate,,"In this course, Jan A. deRoos, professor at the Cornell SC Johnson College of Business, uses real-world examples and practical tools to teach these critical components of profitable real estate investment.Real estate investment has a long history, going back well before the advent of the stock marke",17,0
20,(eCornell) Sustainable Tourism Destination Management,GENASHTIM,APIs,1000.0,40.0,Advanced,,"This course aims to train global hospitality and tourism professionals in using sustainable practices across all areas of the tourism industry. Throughout the course, you will be introduced to innovative, data-driven methods for destination management, delivered by over 20 world-renowned experts in",17,0
21,A History of Western Art II: From Picasso to Pop,LASALLE COLLEGE OF THE ARTS,APIs,380.0,14.0,Unspecified,,The second trilogy of courses on the history of Western art series provides a brief but essential survey of modern Western art from the early 20th century to the 1960s. This course will survey the major art movements and artists of the twentieth century and the emergence of abstract art. It will dis,17,0
22,ABCs of resilience and Self-care for Preschool and Early Intervention Educators,KLC INTERNATIONAL INSTITUTE PTE. LTD.,APIs,108.0,8.0,Intermediate,,"Preschool and early intervention educators are at the forefront of shaping the developmental journey of young children, including those with unique needs. This workshop addresses the critical need for self-care and resilience in these educators, recognizing the unique challenges they face. The objec",17,0
23,ABCs of resilience and Self-care for Preschool and Early Intervention Educators (Synchronous e-learning),KLC INTERNATIONAL INSTITUTE PTE. LTD.,APIs,108.0,8.0,Intermediate,,"Preschool and early intervention educators are at the forefront of shaping the developmental journey of young children, including those with unique needs. This workshop addresses the critical need for self-care and resilience in these educators, recognizing the unique challenges they face. The objec",17,0
24,AI-Powered Productivity - Strategies for the Modern Workplace,QUICKDESK PTE. LTD.,APIs,250.0,9.0,Advanced,,"This course is targeted at any professional in any sector who wants to use Gen AI to drive innovation and enhance productivity within their organization. In todayâ€™s rapidly evolving workplace, the integration of Generative AI has shifted from a competitive advantage to a necessity. Professionals a",17,0
28,ASSIST IN DAILY ACTIVITIES OF LIVING (ADL) IN THERAPY SUPPORT (CLASSROOM & SYNCHRONOUS),HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,APIs,666.0,74.0,Unspecified,,"The Healthcare market in Singapore is developing a network of community care system to meet the changing and varied needs of the population, especially the seniors living in a rapidly ageing society. In tandem, a new healthcare need is emerging in the community care sector to help seniors live well",17,0
29,ASSIST IN REHABILATIVE ACTIVITIES IN THERAPY SUPPORT (CLASSROOM & SYNCHRONOUS),HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,APIs,594.0,66.0,Unspecified,,"The Healthcare market in Singapore is developing a network of community care system to meet the changing and varied needs of the population, especially the seniors living in a rapidly ageing society. In tandem, a new healthcare need is emerging in the community care sector to help seniors live well",17,0
30,ASSIST IN SERVING PRESCRIBED MEDICATIONS,HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,APIs,225.0,25.0,Unspecified,,"The Healthcare market in Singapore is developing a network of community care system to meet the changing and varied needs of the population, especially the seniors living in a rapidly ageing society. In tandem, a new healthcare need is emerging in the community care sector to help seniors live well",17,0
31,Advanced Care Coordination and Navigation,Republic Polytechnic,APIs,1174.5,45.0,Advanced,,"Students will gain an appreciation of various financial schemes and community resources available for the patients, families and caregivers. Students will develop plans to coordinate with the multidisciplinary team of health professionals such as physical therapist and occupational therapist in the",17,0
32,Advanced Cash Flow Analysis  - Counterparty Credit Analysis,SINGAPORE MANAGEMENT UNIVERSITY,APIs,900.0,24.0,Advanced,,"â€¢ Use industry and macro characteristics to build expectations about resource requirements, performance metrics and cash flow drivers_x000D_ â€¢ Perform quantitative review of companiesâ€™ revenue model, cost structure, margins and working capital management to establish optimal financing requirem",17,0
33,Advanced Cash Flow Analysis  - Counterparty Credit Analysis (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,900.0,24.0,Advanced,,"â€¢ Use industry and macro characteristics to build expectations about resource requirements, performance metrics and cash flow drivers_x000D_ â€¢ Perform quantitative review of companiesâ€™ revenue model, cost structure, margins and working capital management to establish optimal financing requirem",17,0
34,Advanced Certificate in Entrepreneurship - Scale-Up Module 1: Lean Approach to Entrepreneurship,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"Moving from ideation to execution is a challenging journey filled with critical decisions â€“ from building a capable team to choosing the right business model and securing funding. Led by entrepreneurs with proven success, this programme offers proven strategies for scaling your business and equips",17,0
35,Advanced Certificate in Entrepreneurship - Scale-Up Module 1: Lean Approach to Entrepreneurship (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"Moving from ideation to execution is a challenging journey filled with critical decisions â€“ from building a capable team to choosing the right business model and securing funding. Led by entrepreneurs with proven success, this programme offers proven strategies for scaling your business and equips",17,0
36,"Advanced Certificate in FinTech, Sustainable and Ethical Finance Module 5: Regulation, Policy, and Compliance in FinTech and Sustainable Finance",SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"Regulation, policy, and compliance are crucial in shaping both sustainable FinTech and traditional FinTech. The evolving FinTech sector is increasingly focused on integrating sustainability practices, with regulatory frameworks emphasising alignment with environmental, social, and governance (ESG) p",17,0
37,"Advanced Certificate in FinTech, Sustainable and Ethical Finance Module 5: Regulation, Policy, and Compliance in FinTech and Sustainable Finance (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"Regulation, policy, and compliance are crucial in shaping both sustainable FinTech and traditional FinTech. The evolving FinTech sector is increasingly focused on integrating sustainability practices, with regulatory frameworks emphasising alignment with environmental, social, and governance (ESG) p",17,0
38,Advanced Certificate in Fintech and the Future of Finance Module 5: Shaping the Future of Fintech â€“ Entrepreneurship and Innovation,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Understand the intricacies of developing, launching, and scaling a Fintech startup_x000D_ â€¢ Develop a comprehensive knowledge of the Fintech ecosystem, including the funding landscape and venture capital_x000D_ â€¢ Analyse ca",17,0
39,Advanced Certificate in Fintech and the Future of Finance Module 5: Shaping the Future of Fintech â€“ Entrepreneurship and Innovation (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Understand the intricacies of developing, launching, and scaling a Fintech startup_x000D_ â€¢ Develop a comprehensive knowledge of the Fintech ecosystem, including the funding landscape and venture capital_x000D_ â€¢ Analyse ca",17,0
40,Advanced Certificate in Green Technology Module 3: Advancements in Green Vehicle Technology,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"Module 3 explores the latest advancements in green vehicle technology, focusing on innovations that are driving the transition towards sustainable transportation. Topics covered includes electric vehicles (EVs), hybrid vehicles, fuel cell technology, and emerging trends such as autonomous and connec",17,0
41,Advanced Certificate in Green Technology Module 3: Advancements in Green Vehicle Technology (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"Module 3 explores the latest advancements in green vehicle technology, focusing on innovations that are driving the transition towards sustainable transportation. Topics covered includes electric vehicles (EVs), hybrid vehicles, fuel cell technology, and emerging trends such as autonomous and connec",17,0
42,Advanced Certificate in InsurTech Module 5: The Role of Policy and Regulation in InsurTech,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,16.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Identify the prohibitive capital and proper requirements that must be met in order to gain authorisation to operate an InsurTech_x000D_ â€¢ Acquire knowledge on financial regulators and the regulatory requirements within the pl",17,0
43,Advanced Certificate in InsurTech Module 5: The Role of Policy and Regulation in InsurTech (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,16.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Identify the prohibitive capital and proper requirements that must be met in order to gain authorisation to operate an InsurTech_x000D_ â€¢ Acquire knowledge on financial regulators and the regulatory requirements within the pl",17,0
44,Advanced Certificate in Talent Assessment and Performance Development Module 6: Forward Thinking Capability,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,16.0,Advanced,,"Organisational leaders must be forward thinkers and adept at managing complexity to ensure long-term success and sustainability. Forward-thinking allows leaders to anticipate future trends, innovate, and prepare for changes, keeping the organisation ahead of the curve. Simultaneously, managing compl",17,0
45,Advanced Certificate in Talent Assessment and Performance Development Module 6: Forward Thinking Capability (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,16.0,Advanced,,"Organisational leaders must be forward thinkers and adept at managing complexity to ensure long-term success and sustainability. Forward-thinking allows leaders to anticipate future trends, innovate, and prepare for changes, keeping the organisation ahead of the curve. Simultaneously, managing compl",17,0
46,Advanced Certificate in Venture Capital Module 1: Market Overview and Global Perspectives,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Understand and learn about the global trends in Venture Capital (VC) and historical development of this industry_x000D_ â€¢ Apply and evaluate the current development of VC industry in view of disruptive technology and a new er",17,0
47,Advanced Certificate in Venture Capital Module 1: Market Overview and Global Perspectives (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Understand and learn about the global trends in Venture Capital (VC) and historical development of this industry_x000D_ â€¢ Apply and evaluate the current development of VC industry in view of disruptive technology and a new er",17,0
48,"Advanced Certificate in Venture Capital Module 2: Investment Strategies, Framework and Techniques",SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Learn and implement the key investment criteria and considerations adopted by Venture Captitals (VCs) in assessing investment deals_x000D_ â€¢ Apply and reflect, through a case study, individual biases and blind spots during ev",17,0
49,"Advanced Certificate in Venture Capital Module 2: Investment Strategies, Framework and Techniques (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Learn and implement the key investment criteria and considerations adopted by Venture Capitals (VCs) in assessing investment deals_x000D_ â€¢ Apply and reflect, through a case study, individual biases and blind spots during eva",17,0
50,Advanced Certificate in Venture Capital Module 3: Common Valuation Techniques and Methodologies,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Learn the valuation techniques commonly used in valuing investments in venture capital industry_x000D_ â€¢ Apply key valuation techniques including discounted cash flow, comparable multiple models and standard deviation returns",17,0
51,Advanced Certificate in Venture Capital Module 3: Common Valuation Techniques and Methodologies (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Learn the valuation techniques commonly used in valuing investments in venture capital industry_x000D_ â€¢ Apply key valuation techniques including discounted cash flow, comparable multiple models and standard deviation returns",17,0
52,Advanced Certificate in Venture Capital Module 4: Due Diligence Techniques and Methodologies,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Appreciate and apply key concepts in the due diligence process_x000D_ â€¢ Implement a term sheet negotiation strategy_x000D_ â€¢ Develop a comprehensive due diligence checklist comprising financial disclosures, regulatory issue",17,0
53,Advanced Certificate in Venture Capital Module 4: Due Diligence Techniques and Methodologies (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Appreciate and apply key concepts in the due diligence process_x000D_ â€¢ Implement a term sheet negotiation strategy_x000D_ â€¢ Develop a comprehensive due diligence checklist comprising financial disclosures, regulatory issue",17,0
54,Advanced Certificate in Venture Capital Module 5: Portfolio Management Plan and Framework,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Understand and learn about the key components of portfolio management techniques and common methodologies_x000D_ â€¢ Acquire  a user-friendly toolkit including anti-bribery, reporting standards, environment, social, governance,",17,0
55,Advanced Certificate in Venture Capital Module 5: Portfolio Management Plan and Framework (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Understand and learn about the key components of portfolio management techniques and common methodologies_x000D_ â€¢ Acquire  a user-friendly toolkit including anti-bribery, reporting standards, environment, social, governance,",17,0
56,Advanced Certificate in Venture Capital Module 6: Exit Strategies,SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Appreciate the different elements of exit strategies such as IPO, Merger & Acquisition and Trade Sales_x000D_ â€¢ Apply the different considerations used in an exit strategy such as future funding needs, regulatory and financia",17,0
57,Advanced Certificate in Venture Capital Module 6: Exit Strategies (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Appreciate the different elements of exit strategies such as IPO, Merger & Acquisition and Trade Sales_x000D_ â€¢ Apply the different considerations used in an exit strategy such as future funding needs, regulatory and financia",17,0
58,"Advanced Clinical Exercise Physiotherapy for Metabolic, Cardiovascular, Pulmonary and Oncologic Diseases",SINGAPORE INSTITUTE OF TECHNOLOGY,APIs,1260.0,25.0,Advanced,,The Advanced Clinical Exercise Testing and Prescription training course consists of a series of workshops which aim to equip physiotherapists with advanced principles and theories in clinical exercise physiology to understand the impact of exercise or activity on the human physiological system in sp,17,0
59,Advanced Diploma in Nursing (Medical-Surgical),Nanyang Polytechnic,APIs,19608.0,860.0,Advanced,,The Advanced Diploma in Nursing (Medical-Surgical) aims to develop specialty nurses with a well-developed knowledge base and specialist skills in both the technological and the caring dimensions of their respective specialty to make sound and rapid clinical judgements within a complex care environme,17,0
60,Advanced Diploma in Nursing (Mental Health),Nanyang Polytechnic,APIs,19608.0,860.0,Advanced,,"The Advanced Diploma in Nursing (Mental Health) aims to develop specialty nurses with a well-developed knowledge base and specialist skills in both the technological and the caring dimensions of their respective specialty to make sound and rapid clinical judgements within a complex care environment,",17,0
61,Advanced Diploma in Nursing (Nephro-Urology),Nanyang Polytechnic,APIs,19608.0,860.0,Advanced,,The Advanced Diploma in Nursing (Nephro-Urology) aims to develop specialty nurses with a well-developed knowledge base and specialist skills in both the technological and the caring dimensions of their respective specialty to make sound and rapid clinical judgements within a complex care environment,17,0
62,Advanced Diploma in Nursing (Oncology),Nanyang Polytechnic,APIs,19608.0,860.0,Advanced,,"The Advanced Diploma in Nursing (Oncology) aims to develop specialty nurses with a well-developed knowledge base and specialist skills in both the technological and the caring dimensions of their respective specialty to make sound and rapid clinical judgements within a complex care environment, and",17,0
63,Advanced Diploma in Nursing (Orthopaedics),Nanyang Polytechnic,APIs,19608.0,860.0,Advanced,,"The Advanced Diploma in Nursing (Orthopaedics) aims to develop specialty nurses with a well-developed knowledge base and specialist skills in both the technological and the caring dimensions of their respective specialty to make sound and rapid clinical judgements within a complex care environment,",17,0
64,Advanced Diploma in Nursing (Paediatrics),Nanyang Polytechnic,APIs,19608.0,860.0,Advanced,,"The Advanced Diploma in Nursing (Paediatrics) aims to develop specialty nurses with a well-developed knowledge base and specialist skills in both the technological and the caring dimensions of their respective specialty to make sound and rapid clinical judgements within a complex care environment, a",17,0
65,Advanced Diploma in Nursing (Perianaesthesia),Nanyang Polytechnic,APIs,19608.0,860.0,Advanced,,The Advanced Diploma in Nursing (Perianaesthesia) aims to develop specialty nurses with a well-developed knowledge base and specialist skills in both the technological and the caring dimensions of their respective specialty to make sound and rapid clinical judgements within a complex care environmen,17,0
66,Advanced Diploma in Nursing (Perioperative),Nanyang Polytechnic,APIs,19608.0,860.0,Advanced,,"The Advanced Diploma in Nursing (Perioperative) aims to develop specialty nurses with a well-developed knowledge base and specialist skills in both the technological and the caring dimensions of their respective specialty to make sound and rapid clinical judgements within a complex care environment,",17,0
67,Advanced HR Analytics â€“ Using Data Modelling to Improve Human Capital Performance,Nanyang Polytechnic,APIs,90.0,7.0,Advanced,,This course is meant to equip HR professionals with skills for data analytics and modelling to tap on employee data resource to make higher ROI decisions.,17,0
68,Advanced HR Analytics â€“ Using Data Modelling to Improve Human Capital Performance - Synchronous elearning,Nanyang Polytechnic,APIs,78.0,7.0,Advanced,,"This course is meant to equip HR professionals with skills for data analytics and modelling, thereby enabling them to tap on their employee data resource to make higher ROI decisions.",17,0
69,Advanced Real Estate Portfolio Management,SINGAPORE MANAGEMENT UNIVERSITY,APIs,660.0,15.0,Advanced,,"This module provides insight and guidance for an investment management professional or individual to understand the concepts and process of building a professional portfolio of underlying income and capital gain assets.  The investment principles of objectives development, portfolio construction, pe",17,0
70,Advanced Real Estate Portfolio Management (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,660.0,15.0,Advanced,,"This module provides insight and guidance for an investment management professional or individual to understand the concepts and process of building a professional portfolio of underlying income and capital gain assets.  The investment principles of objectives development, portfolio construction, pe",17,0
71,Advanced Systemic Family Therapy,Singapore University of Social Sciences,APIs,2640.0,32.0,Advanced,,Discuss in-depth the key systemic theoretical concepts and application in couple and family therapy (CFT). Appraise the strengths and limitations in each of the CFT treatment modalities. Organise the different treatment modalities in oneï¿½s clinical thinking and practice. Evaluate how the main theo,17,0
72,Advancing Inclusive Finance: Open Banking and Embedded Finance Solutions,SINGAPORE MANAGEMENT UNIVERSITY,APIs,300.0,8.0,Unspecified,,"Discover the transformative power of open banking and embedded finance in this enlightening course. These groundbreaking FinTech innovations are reshaping access to financial services, emphasising their critical role in enhancing financial inclusion. Participants will delve into the essential concep",17,0
73,Advancing Inclusive Finance: Open Banking and Embedded Finance Solutions (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,300.0,8.0,Unspecified,,"Discover the transformative power of open banking and embedded finance in this enlightening course. These groundbreaking FinTech innovations are reshaping access to financial services, emphasising their critical role in enhancing financial inclusion. Participants will delve into the essential concep",17,0
74,Air Transportation System (Classroom & Synchronous E-Learning),NANYANG TECHNOLOGICAL UNIVERSITY,APIs,1282.5,38.0,Intermediate,,"Designed to empower learners for successful careers in the rapidly evolving air transportation sector, this course will allow learners to gain essential insights into various roles within airlines, airports, and air traffic service organizations. _x000D_ The comprehensive curriculum covers crucial a",17,0
75,An Insight into Commodity Trading Firms from a Financing Perspective,SINGAPORE MANAGEMENT UNIVERSITY,APIs,300.0,8.0,Unspecified,,"At the end of the 1-day course, participants will be able to:_x000D_ â€¢ Learn the setup of a typical commodities trader_x000D_ â€¢ Perform credit review of a commodity traders_x000D_ â€¢ Understand working capital needs of commodity traders_x000D_ â€¢ Understand how a finance platform should be set",17,0
76,An Insight into Commodity Trading Firms from a Financing Perspective (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,300.0,8.0,Unspecified,,"At the end of the 1-day course, participants will be able to:_x000D_ â€¢ Learn the setup of a typical commodities trader_x000D_ â€¢ Perform credit review of a commodity traders_x000D_ â€¢ Understand working capital needs of commodity traders_x000D_ â€¢ Understand how a finance platform should be set",17,0
77,Analyzing Financial Statements: Valuation and Capital Allocation,NATIONAL UNIVERSITY OF SINGAPORE,APIs,315.0,7.5,Unspecified,,"This course will leverage your ability to decipher financial statements, and gain skills to make valuation and capital allocation decisions on your companies as well as to manage risks. _x000D_ _x000D_ Topics covered include:_x000D_ - Valuation techniques; e.g. _x000D_  - valuation multiples_x000D_",17,0
78,Application Integration (SF) (Classroom and Synchronous and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,APIs,1000.0,60.5,Unspecified,,"By the end of this module, the learner should be able to gain the following knowledge:_x000D_ Understand The elements of an application integration plan _x000D_ Describe the Pros and cons,  and applications of various middleware components_x000D_ Learn ReactJS components development_x000D_ Learn SDK",17,0
79,Application Integration with Docker and Kubernetes,TERTIARY INFOTECH PTE. LTD.,APIs,375.0,16.0,Advanced,,Take your DevOps skills to the next level with our course on Application Integration with Docker and Kubernetes. This hands-on training is designed to teach you the ins and outs of using Docker and Kubernetes for efficient application development and deployment. You'll gain a strong foundation in co,17,0
80,Application in Aquaculture (in MC in Aquaculture Technology in Part-time Diploma in Applied Science (Aquaculture))Â,Temasek Polytechnic,APIs,636.75,75.0,Intermediate,,"In this course, you will learn the important aspects of Aquaculture, which include Feed Nutrition, Diseases Management, Hatchery Technology, and Aquaculture Systems, and many more! With the rapid expanding aquaculture production around the world, the insights gained here can improve aquaculture mana",17,0
81,Applied Analytics Skills,SINGAPORE POLYTECHNIC,APIs,180.0,10.5,Intermediate,,"Applied Data Analytics in Business:_x000D_ This certificate covers how analytics is being used in different industries and in particular, human resource. It includes the application of analytics tools to make sense of human capital resources within an organisation and making plans for future growth.",17,0
82,Applied Financial Mathematics II,Singapore University of Social Sciences,APIs,1461.0,18.0,Intermediate,,"Compare forward and future contracts. Discuss the efficient frontier, and explain the implications for incremental returns as an investor assumes more risk. Solve, using the SML, the expected return on a security. Infer the present and future values for different cash flow streams. Construct bond po",17,0
83,"Applying Quantum Thinking in Leadership and Sustainability Management to Foster Change, Transformation, and Resilience",SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Intermediate,,"At the end of the 2-day module, participants will be able to:_x000D_ _x000D_ 1. Analyse the key principles of quantum mechanics and how they can be applied to leadership in complex, adaptive systems._x000D_ 2. Evaluate the importance of entangled relationships in complex organisations and assess str",17,0
84,"Applying Quantum Thinking in Leadership and Sustainability Management to Foster Change, Transformation, and Resilience (Synchronous E-learning)",SINGAPORE MANAGEMENT UNIVERSITY,APIs,600.0,15.0,Intermediate,,"At the end of the 2-day module, participants will be able to:_x000D_ _x000D_ 1. Analyse the key principles of quantum mechanics and how they can be applied to leadership in complex, adaptive systems._x000D_ 2. Evaluate the importance of entangled relationships in complex organisations and assess str",17,0
